JAICHAND LAL DAGA,,,,,,,
Bills Receivable,,,,,,,
Account Group : Morbi Party,On Basis of : Due Date,,,,,,
From 1-4-2017 to 9-9-2025,Bills Status as on : 9-9-2025,,,,,,
Account,Dated,Type,Ref. No.,Ref. Amt.,Due Amt.,Due Date,Due Days
,16-05-2025,SupO,1470,"23,851.00","23,851.00",16-05-2025,116
,17-05-2025,SupO,1496,"24,371.00","24,371.00",17-05-2025,115
,17-05-2025,SupO,1500,"24,197.00","24,197.00",17-05-2025,115
,18-05-2025,SupO,1515,"24,469.00","24,469.00",18-05-2025,114
,23-05-2025,SupO,1668,"33,075.00","33,075.00",23-05-2025,109
,30-05-2025,SupO,1920,"24,255.00","24,255.00",30-05-2025,102
,30-05-2025,SupO,1921,"24,371.00","24,371.00",30-05-2025,102
,28-06-2025,SupO,2747,"19,346.00","19,346.00",28-06-2025,73
,28-06-2025,SupO,2749,"24,255.00","24,255.00",28-06-2025,73
,30-06-2025,SupO,2781,"24,197.00","24,197.00",30-06-2025,71
,30-06-2025,SupO,2783,"24,197.00","24,197.00",30-06-2025,71
,01-07-2025,SupO,2842,"24,717.00","24,717.00",01-07-2025,70
,01-07-2025,SupO,2843,"24,140.00","24,140.00",01-07-2025,70
,03-07-2025,SupO,2885,"24,255.00","24,255.00",03-07-2025,68
,03-07-2025,SupO,2886,"24,082.00","24,082.00",03-07-2025,68
,04-07-2025,SupO,2926,"24,140.00","24,140.00",04-07-2025,67
,04-07-2025,SupO,2937,"24,659.00","24,659.00",04-07-2025,67
,05-07-2025,SupO,2988,"24,659.00","24,659.00",05-07-2025,66
,05-07-2025,SupO,2994,"24,197.00","24,197.00",05-07-2025,66
,06-07-2025,SupO,3025,"24,481.00","24,481.00",06-07-2025,65
,06-07-2025,SupO,3033,"23,966.00","23,966.00",06-07-2025,65
,07-07-2025,SupO,3083,"24,197.00","24,197.00",07-07-2025,64
,07-07-2025,SupO,3084,"24,544.00","24,544.00",07-07-2025,64
,08-07-2025,SupO,3089,"24,255.00","24,255.00",08-07-2025,63
,08-07-2025,SupO,3121,"24,197.00","24,197.00",08-07-2025,63
,09-07-2025,SupO,3149,"24,255.00","24,255.00",09-07-2025,62
,,,Total,"29,61,220.00","29,59,566.00",,
,,,,,,,
IBIS SMART MARBLE PRIVATE LIMITED,04-05-2021,OpBl,589,"11,495.00","11,495.00",04-05-2021,1589
,,,"Org. Amt. 35,247.00",,,,
,04-05-2021,OpBl,590,"41,308.00","41,308.00",04-05-2021,1589
,05-05-2021,OpBl,613,"35,965.00","35,965.00",05-05-2021,1588
,05-05-2021,OpBl,614,"36,087.00","36,087.00",05-05-2021,1588
,06-05-2021,OpBl,628,"42,189.00","42,189.00",06-05-2021,1587
,06-05-2021,OpBl,630,"43,161.00","43,161.00",06-05-2021,1587
,13-05-2021,OpBl,713,"36,435.00","36,435.00",13-05-2021,1580
,13-05-2021,OpBl,714,"42,373.00","42,373.00",13-05-2021,1580
,16-05-2021,OpBl,727,"36,006.00","36,006.00",16-05-2021,1577
,16-05-2021,OpBl,728,"36,497.00","36,497.00",16-05-2021,1577
,19-05-2021,OpBl,776,"35,320.00","35,320.00",19-05-2021,1574
,19-05-2021,OpBl,777,"34,971.00","34,971.00",19-05-2021,1574
,09-09-2021,OpBl,2356,"1,06,771.00","1,06,771.00",09-09-2021,1461
,06-12-2021,OpBl,4162,"1,10,674.00","1,10,674.00",06-12-2021,1373
,,,Total,"6,49,252.00","6,49,252.00",,
,,,,,,,
ICERA TILES LLP,27-01-2024,OpBl,4650,"18,002.00","18,002.00",27-01-2024,591
,,,"Org. Amt. 36,383.00",,,,
,,,Total,"18,002.00","18,002.00",,
,,,,,,,
INTILE CERAMIKA,08-08-2024,OpBl,2357,16,16,08-08-2024,397
,,,"Org. Amt. 33,075.00",,,,
,,,Total,16,16,,
,,,,,,,
ITALICA GRANITO PVT LTD,28-11-2024,OpBl,4634,"28,324.00","23,615.00",28-11-2024,285
,29-11-2024,OpBl,4658,"24,365.00","23,205.00",29-11-2024,284
,08-04-2025,SupO,249,"29,061.00","7,132.00",08-04-2025,154
,10-04-2025,SupO,291,"28,802.00","28,802.00",10-04-2025,152
,12-04-2025,SupO,335,"28,665.00","28,665.00",12-04-2025,150
,16-04-2025,SupO,455,"28,460.00","28,460.00",16-04-2025,146
,18-04-2025,SupO,526,"29,006.00","29,006.00",18-04-2025,144
,21-04-2025,SupO,615,"29,382.00","29,382.00",21-04-2025,141
,22-04-2025,SupO,666,"29,143.00","29,143.00",22-04-2025,140
,24-04-2025,SupO,722,"28,460.00","28,460.00",24-04-2025,138
,25-04-2025,SupO,767,"28,324.00","28,324.00",25-04-2025,137
,28-04-2025,SupO,886,"28,802.00","28,802.00",28-04-2025,134
,28-04-2025,SupO,889,"28,891.00","28,891.00",28-04-2025,134
,30-04-2025,SupO,939,"28,597.00","28,597.00",30-04-2025,132
,30-04-2025,SupO,940,"24,365.00","24,365.00",30-04-2025,132
,01-05-2025,SupO,971,"29,450.00","29,450.00",01-05-2025,131
,03-05-2025,SupO,1045,"28,460.00","28,460.00",03-05-2025,129
,03-05-2025,SupO,1064,"29,484.00","29,484.00",03-05-2025,129
,05-05-2025,SupO,1115,"28,256.00","28,256.00",05-05-2025,127
,05-05-2025,SupO,1119,"28,597.00","28,597.00",05-05-2025,127
,06-05-2025,SupO,1141,"23,888.00","23,888.00",06-05-2025,126
,06-05-2025,SupO,1160,"29,129.00","29,129.00",06-05-2025,126
,07-05-2025,SupO,1197,"28,597.00","28,597.00",07-05-2025,125
,08-05-2025,SupO,1212,"28,802.00","28,802.00",08-05-2025,124
,09-05-2025,SupO,1228,"28,529.00","28,529.00",09-05-2025,123
,10-05-2025,SupO,1276,"23,888.00","23,888.00",10-05-2025,122
,11-05-2025,SupO,1312,"29,348.00","29,348.00",11-05-2025,121
,12-05-2025,SupO,1327,"28,324.00","28,324.00",12-05-2025,120
,15-05-2025,SupO,1452,"28,802.00","28,802.00",15-05-2025,117
,17-05-2025,SupO,1504,"28,597.00","28,597.00",17-05-2025,115
,17-05-2025,SupO,1510,"28,802.00","28,802.00",17-05-2025,115
,18-05-2025,SupO,1537,"24,024.00","24,024.00",18-05-2025,114
,19-05-2025,SupO,1566,"28,597.00","28,597.00",19-05-2025,113
,21-05-2025,SupO,1652,"28,529.00","28,529.00",21-05-2025,111
,25-05-2025,SupO,1749,"28,324.00","28,324.00",25-05-2025,107
,27-05-2025,SupO,1819,"28,324.00","28,324.00",27-05-2025,105
,28-05-2025,SupO,1829,"28,802.00","28,802.00",28-05-2025,104
,29-05-2025,SupO,1857,"28,324.00","28,324.00",29-05-2025,103
,29-05-2025,SupO,1884,"28,665.00","28,665.00",29-05-2025,103
,30-05-2025,SupO,1894,"28,870.00","28,870.00",30-05-2025,102
,31-05-2025,SupO,1923,"29,006.00","29,006.00",31-05-2025,101
,01-06-2025,SupO,1953,"29,450.00","29,450.00",01-06-2025,100
,01-06-2025,SupO,1956,"28,460.00","28,460.00",01-06-2025,100
,02-06-2025,SupO,1994,"28,665.00","28,665.00",02-06-2025,99
,04-06-2025,SupO,2062,"28,604.00","28,604.00",04-06-2025,97
,06-06-2025,SupO,2107,"28,597.00","28,597.00",06-06-2025,95
,08-06-2025,SupO,2157,"29,450.00","29,450.00",08-06-2025,93
,10-06-2025,SupO,2252,"29,211.00","29,211.00",10-06-2025,91
,10-06-2025,SupO,2254,"28,529.00","28,529.00",10-06-2025,91
,12-06-2025,SupO,2303,"28,665.00","28,665.00",12-06-2025,89
,13-06-2025,SupO,2358,"28,460.00","28,460.00",13-06-2025,88
,15-06-2025,SupO,2396,"28,802.00","28,802.00",15-06-2025,86
,16-06-2025,SupO,2417,"24,365.00","24,365.00",16-06-2025,85
,16-06-2025,SupO,2439,"29,143.00","29,143.00",16-06-2025,85
,17-06-2025,SupO,2446,"28,665.00","28,665.00",17-06-2025,84
,20-06-2025,SupO,2512,"23,546.00","23,546.00",20-06-2025,81
,20-06-2025,SupO,2513,"23,546.00","23,546.00",20-06-2025,81
,21-06-2025,SupO,2543,"23,888.00","23,888.00",21-06-2025,80
,21-06-2025,SupO,2554,"24,365.00","24,365.00",21-06-2025,80
,22-06-2025,SupO,2574,"28,529.00","28,529.00",22-06-2025,79
,23-06-2025,SupO,2599,"29,484.00","29,484.00",23-06-2025,78
,25-06-2025,SupO,2653,"28,529.00","28,529.00",25-06-2025,76
,26-06-2025,SupO,2687,"28,324.00","28,324.00",26-06-2025,75
,27-06-2025,SupO,2716,"28,324.00","28,324.00",27-06-2025,74
,28-06-2025,SupO,2735,"28,802.00","28,802.00",28-06-2025,73
,29-06-2025,SupO,2753,"24,365.00","24,365.00",29-06-2025,72
,29-06-2025,SupO,2759,"24,229.00","24,229.00",29-06-2025,72
,29-06-2025,SupO,2760,"29,061.00","29,061.00",29-06-2025,72
,30-06-2025,SupO,2782,"29,484.00","29,484.00",30-06-2025,71
,03-07-2025,SupO,2897,"24,024.00","24,024.00",03-07-2025,68
,04-07-2025,SupO,2948,"28,665.00","28,665.00",04-07-2025,67
,05-07-2025,SupO,2969,"28,460.00","28,460.00",05-07-2025,66
,06-07-2025,SupO,3027,"28,529.00","28,529.00",06-07-2025,65
,06-07-2025,SupO,3031,"28,665.00","28,665.00",06-07-2025,65
,08-07-2025,SupO,3108,"28,460.00","28,460.00",08-07-2025,63
,,,Total,"20,95,410.00","20,67,612.00",,
,,,,,,,
Jai Ganesh Vitrified Pvt. Ltd.,21-08-2021,OpBl,2072,"2,935.00","2,935.00",21-08-2021,1480
,,,"Org. Amt. 25,061.00",,,,
,21-08-2021,OpBl,2080,"29,909.00","29,909.00",21-08-2021,1480
,22-08-2021,OpBl,2090,"24,806.00","24,806.00",22-08-2021,1479
,23-08-2021,OpBl,2102,"25,331.00","25,331.00",23-08-2021,1478
,25-08-2021,OpBl,2149,"30,314.00","30,314.00",25-08-2021,1476
,27-08-2021,OpBl,2177,"25,190.00","25,190.00",27-08-2021,1474
,28-08-2021,OpBl,2185,"31,143.00","31,143.00",28-08-2021,1473
,29-08-2021,OpBl,2190,"24,254.00","24,254.00",29-08-2021,1472
,01-09-2021,OpBl,2217,"30,270.00","30,270.00",01-09-2021,1469
,13-12-2021,OpBl,4346,"24,764.00","24,764.00",13-12-2021,1366
,17-12-2021,OpBl,4435,"30,845.00","30,845.00",17-12-2021,1362
,,,Total,"2,79,761.00","2,79,761.00",,
,,,,,,,
Lakme Vitrified Llp,01-05-2025,SupO,952,"34,340.00","34,340.00",01-05-2025,131
,01-05-2025,SupO,962,"33,689.00","33,689.00",01-05-2025,131
,02-05-2025,SupO,990,"33,934.00","33,934.00",02-05-2025,130
,05-05-2025,SupO,1122,"33,771.00","33,771.00",05-05-2025,127
,09-05-2025,SupO,1241,"34,340.00","34,340.00",09-05-2025,123
,11-05-2025,SupO,1318,"28,644.00","28,644.00",11-05-2025,121
,12-05-2025,SupO,1331,"34,097.00","34,097.00",12-05-2025,120
,20-05-2025,SupO,1599,"33,608.00","33,608.00",20-05-2025,112
,20-05-2025,SupO,1610,"34,748.00","34,748.00",20-05-2025,112
,21-05-2025,SupO,1646,"33,934.00","33,934.00",21-05-2025,111
,26-05-2025,SupO,1777,"33,934.00","33,934.00",26-05-2025,106
,26-05-2025,SupO,1788,"33,934.00","33,934.00",26-05-2025,106
,27-05-2025,SupO,1800,"33,934.00","33,934.00",27-05-2025,105
,28-05-2025,SupO,1825,"34,097.00","34,097.00",28-05-2025,104
,28-05-2025,SupO,1844,"34,422.00","34,422.00",28-05-2025,104
,25-06-2025,SupO,2657,"34,340.00","34,340.00",25-06-2025,76
,26-06-2025,SupO,2667,"34,178.00","34,178.00",26-06-2025,75
,28-06-2025,SupO,2725,"33,934.00","33,934.00",28-06-2025,73
,29-06-2025,SupO,2755,"37,039.00","33,771.00",29-06-2025,72
,03-07-2025,SupO,2917,"33,836.00","33,836.00",03-07-2025,68
,03-07-2025,SupO,2922,"34,340.00","34,340.00",03-07-2025,68
,06-07-2025,SupO,3015,"35,154.00","35,154.00",06-07-2025,65
,08-07-2025,SupO,3125,"34,585.00","34,585.00",08-07-2025,63
,,,Total,"7,82,832.00","7,79,564.00",,
,,,,,,,
Landgrace Ceramic Pvt Ltd.,24-03-2025,OpBl,7198,"31,745.00",761,24-03-2025,169
,25-03-2025,OpBl,7225,"31,059.00","31,059.00",25-03-2025,168
,04-04-2025,SupO,139,"32,354.00","32,354.00",04-04-2025,158
,07-04-2025,SupO,201,"31,897.00","31,897.00",07-04-2025,155
,09-04-2025,SupO,253,"30,755.00","30,755.00",09-04-2025,153
,10-04-2025,SupO,294,"1,05,627.00","1,05,627.00",10-04-2025,152
,18-04-2025,SupO,530,"1,07,119.00","1,07,119.00",18-04-2025,144
,18-05-2025,SupO,1524,"90,038.00","90,038.00",18-05-2025,114
,01-06-2025,SupO,1966,"32,506.00","32,506.00",01-06-2025,100
,,,Total,"4,93,100.00","4,62,116.00",,
,,,,,,,
LAVISH GRANITO PVT LTD,28-04-2025,SupO,894,"33,934.00","33,934.00",28-04-2025,134
,28-04-2025,SupO,895,"34,057.00","34,057.00",28-04-2025,134
,11-05-2025,SupO,1300,"34,340.00","34,340.00",11-05-2025,121
,13-05-2025,SupO,1364,"33,608.00","33,608.00",13-05-2025,119
,14-05-2025,SupO,1413,"33,934.00","33,934.00",14-05-2025,118
,15-05-2025,SupO,1438,"33,771.00","33,771.00",15-05-2025,117
,17-05-2025,SupO,1502,"34,340.00","34,340.00",17-05-2025,115
,20-05-2025,SupO,1604,"34,015.00","34,015.00",20-05-2025,112
,21-05-2025,SupO,1656,"34,178.00","34,178.00",21-05-2025,111
,23-05-2025,SupO,1696,"34,422.00","34,422.00",23-05-2025,109
,24-05-2025,SupO,1713,"34,097.00","34,097.00",24-05-2025,108
,25-05-2025,SupO,1773,"34,340.00","34,340.00",25-05-2025,107
,26-05-2025,SupO,1791,"33,934.00","33,934.00",26-05-2025,106
,27-05-2025,SupO,1799,"28,644.00","28,644.00",27-05-2025,105
,28-05-2025,SupO,1824,"27,424.00","27,424.00",28-05-2025,104
,29-05-2025,SupO,1859,"33,934.00","33,934.00",29-05-2025,103
,30-05-2025,SupO,1896,"33,934.00","33,934.00",30-05-2025,102
,31-05-2025,SupO,1941,"34,178.00","34,178.00",31-05-2025,101
,08-06-2025,SupO,2162,"34,178.00","34,178.00",08-06-2025,93
,28-06-2025,SupO,2724,"34,259.00","34,259.00",28-06-2025,73
,28-06-2025,SupO,2729,"34,340.00","34,340.00",28-06-2025,73
,30-06-2025,SupO,2800,"34,633.00","34,633.00",30-06-2025,71
,03-07-2025,SupO,2895,"32,957.00","32,957.00",03-07-2025,68
,06-07-2025,SupO,3014,"34,097.00","34,097.00",06-07-2025,65
,,,Total,"8,05,548.00","8,05,548.00",,
,,,,,,,
LAVIT TILE LLP,21-05-2025,SupO,1636,"37,307.00","37,307.00",21-05-2025,111
,29-05-2025,SupO,1881,"37,217.00","37,217.00",29-05-2025,103
,29-05-2025,SupO,1882,"31,416.00","31,416.00",29-05-2025,103
,30-05-2025,SupO,1897,"37,842.00","37,842.00",30-05-2025,102
,30-05-2025,SupO,1898,"37,842.00","37,842.00",30-05-2025,102
,31-05-2025,SupO,1922,"37,664.00","37,664.00",31-05-2025,101
,10-06-2025,SupO,2247,"37,664.00","37,664.00",10-06-2025,91
,12-06-2025,SupO,2327,"37,664.00","37,664.00",12-06-2025,89
,19-06-2025,SupO,2503,"37,217.00","37,217.00",19-06-2025,82
,21-06-2025,SupO,2548,"37,485.00","37,485.00",21-06-2025,80
,24-06-2025,SupO,2630,"37,664.00","37,664.00",24-06-2025,77
,29-06-2025,SupO,2756,"38,110.00","38,110.00",29-06-2025,72
,30-06-2025,SupO,2797,"37,834.00","37,834.00",30-06-2025,71
,01-07-2025,SupO,2808,"37,664.00","37,664.00",01-07-2025,70
,04-07-2025,SupO,2932,"38,378.00","38,378.00",04-07-2025,67
,,,Total,"5,58,968.00","5,58,968.00",,
,,,,,,,
LAXVEER CERAMICS LLP,17-06-2025,SupO,2451,"35,028.00","35,028.00",17-06-2025,84
,20-06-2025,SupO,2531,"35,448.00","35,448.00",20-06-2025,81
,23-06-2025,SupO,2601,"35,028.00","35,028.00",23-06-2025,78
,25-06-2025,SupO,2654,"35,448.00","35,448.00",25-06-2025,76
,28-06-2025,SupO,2722,"36,120.00","36,120.00",28-06-2025,73
,30-06-2025,SupO,2796,"35,448.00","35,448.00",30-06-2025,71
,01-07-2025,SupO,2809,"35,868.00","35,868.00",01-07-2025,70
,06-07-2025,SupO,3022,"34,608.00","34,608.00",06-07-2025,65
,09-07-2025,SupO,3134,"34,591.00","34,591.00",09-07-2025,62
,,,Total,"3,17,587.00","3,17,587.00",,
,,,,,,,
LEMEL PORCELANO LLP,25-04-2025,SupO,761,"33,737.00","33,737.00",25-04-2025,137
,01-05-2025,SupO,947,"33,496.00","33,496.00",01-05-2025,131
,05-05-2025,SupO,1108,"33,576.00","33,576.00",05-05-2025,127
,17-05-2025,SupO,1492,"33,335.00","33,335.00",17-05-2025,115
,25-05-2025,SupO,1766,"28,274.00","28,274.00",25-05-2025,107
,26-05-2025,SupO,1781,"33,496.00","33,496.00",26-05-2025,106
,04-06-2025,SupO,2051,"33,496.00","33,496.00",04-06-2025,97
,08-06-2025,SupO,2155,"33,496.00","33,496.00",08-06-2025,93
,19-06-2025,SupO,2482,"33,496.00","33,496.00",19-06-2025,82
,22-06-2025,SupO,2568,"33,897.00","33,897.00",22-06-2025,79
,02-07-2025,SupO,2853,"33,897.00","33,897.00",02-07-2025,69
,03-07-2025,SupO,2887,"33,897.00","33,897.00",03-07-2025,68
,,,Total,"3,98,093.00","3,98,093.00",,
,,,,,,,
LETOZA GRANITO LLP,02-05-2025,SupO,987,"1,11,491.00","1,11,491.00",02-05-2025,130
,01-06-2025,SupO,1955,"28,726.00","28,726.00",01-06-2025,100
,02-06-2025,SupO,1992,"34,178.00","34,178.00",02-06-2025,99
,04-06-2025,SupO,2052,"33,852.00","33,852.00",04-06-2025,97
,,,Total,"2,08,247.00","2,08,247.00",,
,,,,,,,
Logan Ceramics,11-10-2022,OpBl,3231,454,454,11-10-2022,1064
,,,"Org. Amt. 24,870.00",,,,
,12-10-2022,OpBl,3248,"29,768.00","29,768.00",12-10-2022,1063
,,,Total,"30,222.00","30,222.00",,
,,,,,,,
Lorence Vitrified LLP,11-06-2025,SupO,2277,"33,897.00","33,897.00",11-06-2025,90
,14-06-2025,SupO,2369,"33,897.00","33,897.00",14-06-2025,87
,15-06-2025,SupO,2383,"33,657.00","33,657.00",15-06-2025,86
,16-06-2025,SupO,2423,"33,697.00","33,697.00",16-06-2025,85
,18-06-2025,SupO,2472,"33,897.00","33,897.00",18-06-2025,83
,20-06-2025,SupO,2536,"34,186.00","34,186.00",20-06-2025,81
,21-06-2025,SupO,2565,"34,139.00","34,139.00",21-06-2025,80
,,,Total,"2,37,370.00","2,37,370.00",,
,,,,,,,
L-TILE GRANITO LLP,12-05-2025,SupO,1345,"32,918.00","32,918.00",12-05-2025,120
,22-06-2025,SupO,2581,"32,839.00","32,839.00",22-06-2025,79
,,,Total,"65,757.00","65,757.00",,
,,,,,,,
LUXGRES CERAMICA LLP,10-05-2025,SupO,1277,"32,839.00","32,839.00",10-05-2025,122
,11-05-2025,SupO,1308,"32,918.00","32,918.00",11-05-2025,121
,13-05-2025,SupO,1366,"32,760.00","32,760.00",13-05-2025,119
,15-05-2025,SupO,1437,"33,469.00","33,469.00",15-05-2025,117
,17-05-2025,SupO,1507,"33,863.00","33,863.00",17-05-2025,115
,18-05-2025,SupO,1529,"32,918.00","32,918.00",18-05-2025,114
,20-05-2025,SupO,1609,"32,839.00","32,839.00",20-05-2025,112
,23-05-2025,SupO,1695,"33,075.00","33,075.00",23-05-2025,109
,23-05-2025,SupO,1706,"32,366.00","32,366.00",23-05-2025,109
,24-05-2025,SupO,1724,"32,839.00","32,839.00",24-05-2025,108
,08-06-2025,SupO,2167,"33,390.00","33,390.00",08-06-2025,93
,12-06-2025,SupO,2323,"27,563.00","27,563.00",12-06-2025,89
,13-06-2025,SupO,2361,"33,705.00","33,705.00",13-06-2025,88
,17-06-2025,SupO,2453,"32,681.00","32,681.00",17-06-2025,84
,18-06-2025,SupO,2477,"33,075.00","33,075.00",18-06-2025,83
,24-06-2025,SupO,2642,"27,720.00","27,720.00",24-06-2025,77
,26-06-2025,SupO,2689,"32,839.00","32,839.00",26-06-2025,75
,01-07-2025,SupO,2812,"32,996.00","32,996.00",01-07-2025,70
,04-07-2025,SupO,2931,"33,863.00","33,863.00",04-07-2025,67
,06-07-2025,SupO,3002,"33,233.00","33,233.00",06-07-2025,65
,08-07-2025,SupO,3116,"32,839.00","32,839.00",08-07-2025,63
,10-07-2025,SupO,3164,"32,839.00","32,839.00",10-07-2025,61
,,,Total,"7,16,629.00","7,16,629.00",,
,,,,,,,
MAX GRANITO PVT LTD,27-01-2022,OpBl,5159,"59,968.00","59,968.00",27-01-2022,1321
,,,"Org. Amt. 83,491.00",,,,
,,,Total,"59,968.00","59,968.00",,
,,,,,,,
M-BO GRANITO LLP,05-03-2025,OpBl,6737,"31,729.00","6,913.00",05-03-2025,188
,06-03-2025,OpBl,6782,"31,897.00","31,897.00",06-03-2025,187
,07-03-2025,OpBl,6794,"31,729.00","31,729.00",07-03-2025,186
,09-03-2025,OpBl,6855,"31,980.00","31,980.00",09-03-2025,184
,16-03-2025,OpBl,6947,"32,277.00","32,277.00",16-03-2025,177
,16-03-2025,OpBl,6973,"32,125.00","32,125.00",16-03-2025,177
,17-03-2025,OpBl,6981,"31,820.00","31,820.00",17-03-2025,176
,17-03-2025,OpBl,6998,"30,831.00","30,831.00",17-03-2025,176
,18-03-2025,OpBl,7001,"22,845.00","22,845.00",18-03-2025,175
,19-03-2025,OpBl,7037,"31,577.00","31,577.00",19-03-2025,174
,19-03-2025,OpBl,7048,"32,080.00","32,080.00",19-03-2025,174
,20-03-2025,OpBl,7053,"31,973.00","31,973.00",20-03-2025,173
,20-03-2025,OpBl,7073,"31,668.00","31,668.00",20-03-2025,173
,22-03-2025,OpBl,7118,"31,440.00","31,440.00",22-03-2025,171
,22-03-2025,OpBl,7135,"31,745.00","31,745.00",22-03-2025,171
,23-03-2025,OpBl,7143,"31,211.00","31,211.00",23-03-2025,170
,24-03-2025,OpBl,7179,"31,607.00","31,607.00",24-03-2025,169
,03-04-2025,SupO,107,"31,973.00","31,973.00",03-04-2025,159
,04-04-2025,SupO,119,"32,201.00","32,201.00",04-04-2025,158
,05-04-2025,SupO,168,"32,429.00","32,429.00",05-04-2025,157
,06-04-2025,SupO,186,"31,211.00","31,211.00",06-04-2025,156
,07-04-2025,SupO,217,"31,668.00","31,668.00",07-04-2025,155
,08-04-2025,SupO,239,"26,264.00","26,264.00",08-04-2025,154
,09-04-2025,SupO,256,"31,745.00","31,745.00",09-04-2025,153
,11-04-2025,SupO,324,"32,323.00","32,323.00",11-04-2025,151
,12-04-2025,SupO,337,"32,201.00","32,201.00",12-04-2025,150
,12-04-2025,SupO,347,"30,831.00","30,831.00",12-04-2025,150
,12-04-2025,SupO,357,"27,563.00","27,563.00",12-04-2025,150
,13-04-2025,SupO,365,"32,658.00","32,658.00",13-04-2025,149
,13-04-2025,SupO,387,"31,211.00","31,211.00",13-04-2025,149
,14-04-2025,SupO,392,"32,125.00","32,125.00",14-04-2025,148
,14-04-2025,SupO,401,"32,582.00","32,582.00",14-04-2025,148
,15-04-2025,SupO,424,"31,668.00","31,668.00",15-04-2025,147
,16-04-2025,SupO,442,"31,958.00","31,958.00",16-04-2025,146
,17-04-2025,SupO,481,"25,929.00","25,929.00",17-04-2025,145
,21-04-2025,SupO,645,"31,455.00","31,455.00",21-04-2025,141
,24-04-2025,SupO,747,"32,232.00","32,232.00",24-04-2025,138
,26-04-2025,SupO,808,"31,745.00","31,745.00",26-04-2025,136
,27-04-2025,SupO,836,"32,628.00","32,628.00",27-04-2025,135
,28-04-2025,SupO,878,"31,973.00","31,973.00",28-04-2025,134
,29-04-2025,SupO,905,"30,983.00","30,983.00",29-04-2025,133
,30-04-2025,SupO,945,"33,233.00","33,233.00",30-04-2025,132
,01-05-2025,SupO,963,"31,592.00","31,592.00",01-05-2025,131
,02-05-2025,SupO,1011,"31,745.00","31,745.00",02-05-2025,130
,02-05-2025,SupO,1017,"32,839.00","32,839.00",02-05-2025,130
,02-05-2025,Pymt,20500,"4,00,000.00","4,00,000.00",02-05-2025,130
,03-05-2025,SupO,1052,"26,073.00","26,073.00",03-05-2025,129
,03-05-2025,SupO,1069,"33,075.00","33,075.00",03-05-2025,129
,04-05-2025,SupO,1107,"26,651.00","26,651.00",04-05-2025,128
,05-05-2025,SupO,1123,"33,863.00","33,863.00",05-05-2025,127
,05-05-2025,SupO,1124,"32,354.00","32,354.00",05-05-2025,127
,05-05-2025,Pymt,2501,"4,00,000.00","4,00,000.00",05-05-2025,127
,06-05-2025,SupO,1133,"31,745.00","31,745.00",06-05-2025,126
,06-05-2025,SupO,1140,"32,839.00","32,839.00",06-05-2025,126
,07-05-2025,SupO,1199,"25,883.00","25,883.00",07-05-2025,125
,08-05-2025,SupO,1206,"26,775.00","26,775.00",08-05-2025,124
,09-05-2025,SupO,1238,"31,745.00","31,745.00",09-05-2025,123
,12-05-2025,SupO,1346,"25,959.00","25,959.00",12-05-2025,120
,13-05-2025,SupO,1354,"31,364.00","31,364.00",13-05-2025,119
,14-05-2025,SupO,1414,"26,187.00","26,187.00",14-05-2025,118
,15-05-2025,SupO,1443,"31,897.00","31,897.00",15-05-2025,117
,16-05-2025,SupO,1464,"32,003.00","32,003.00",16-05-2025,116
,17-05-2025,SupO,1497,"26,492.00","26,492.00",17-05-2025,115
,18-05-2025,SupO,1532,"31,257.00","31,257.00",18-05-2025,114
,18-05-2025,SupO,1544,"31,211.00","31,211.00",18-05-2025,114
,19-05-2025,SupO,1575,"31,668.00","31,668.00",19-05-2025,113
,20-05-2025,SupO,1591,"31,973.00","31,973.00",20-05-2025,112
,24-05-2025,SupO,1739,"31,607.00","31,607.00",24-05-2025,108
,26-05-2025,SupO,1779,"31,897.00","31,897.00",26-05-2025,106
,27-05-2025,SupO,1813,"31,745.00","31,745.00",27-05-2025,105
,30-05-2025,SupO,1905,"31,668.00","31,668.00",30-05-2025,102
,02-06-2025,SupO,2001,"31,592.00","31,592.00",02-06-2025,99
,05-06-2025,SupO,2077,"32,277.00","32,277.00",05-06-2025,96
,07-06-2025,SupO,2135,"31,592.00","31,592.00",07-06-2025,94
,07-06-2025,SupO,2153,"32,524.00","32,524.00",07-06-2025,94
,08-06-2025,SupO,2169,"32,125.00","32,125.00",08-06-2025,93
,12-06-2025,SupO,2309,"31,577.00","31,577.00",12-06-2025,89
,16-06-2025,SupO,2427,"31,745.00","31,745.00",16-06-2025,85
,18-06-2025,SupO,2468,"31,973.00","31,973.00",18-06-2025,83
,21-06-2025,Pymt,20938,"5,00,000.00","5,00,000.00",21-06-2025,80
,24-06-2025,SupO,2649,"33,311.00","33,311.00",24-06-2025,77
,25-06-2025,SupO,2662,"26,035.00","26,035.00",25-06-2025,76
,26-06-2025,SupO,2664,"32,223.00","32,223.00",26-06-2025,75
,26-06-2025,SupO,2666,"31,949.00","31,949.00",26-06-2025,75
,26-06-2025,SupO,2669,"31,745.00","31,745.00",26-06-2025,75
,27-06-2025,SupO,2694,"32,247.00","32,247.00",27-06-2025,74
,27-06-2025,SupO,2696/1,"26,110.00","26,110.00",27-06-2025,74
,30-06-2025,SupO,2791,"26,264.00","26,264.00",30-06-2025,71
,01-07-2025,SupO,2845,"32,506.00","32,506.00",01-07-2025,70
